,accuracy,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_micro,f1_macro,f1_weighted
0,0.94,0.94,0.9481481481481482,0.9408888888888889,0.94,0.9473684210526315,0.94,0.94,0.9473319473319473,0.93995841995842
