,accuracy,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_micro,f1_macro,f1_weighted
0,0.92,0.92,0.9298245614035089,0.9368421052631579,0.92,0.9259259259259259,0.92,0.92,0.9191176470588235,0.9197058823529412
